2023-09-27T10:10:15.114028310Z,8
2023-09-27T13:07:49.997282566Z,7
2023-09-27T15:12:31.808358591Z,10
2023-09-27T15:31:33.957838737Z,6
2023-09-27T15:32:22.117010207Z,8
2023-09-27T15:45:45.736778163Z,8
2023-09-27T15:49:21.641369685Z,8
2023-09-27T15:52:25.728872304Z,8
2023-09-27T16:24:07.465163625Z,7
2023-09-27T16:26:08.124106951Z,8
2023-09-27T16:28:07.764146454Z,8
2023-09-27T16:30:08.380608441Z,8
2023-09-27T16:32:08.018103336Z,8
2023-09-27T16:34:07.716599540Z,7
2023-09-27T16:36:08.326936245Z,8
2023-09-27T16:38:07.963079143Z,8
2023-09-27T16:40:07.597541887Z,8
2023-09-27T16:42:08.222328645Z,8
2023-09-27T16:44:07.837028177Z,7
2023-09-27T16:46:07.452856345Z,7
2023-09-27T16:48:08.034418323Z,8
2023-09-27T16:50:07.612697129Z,8
2023-09-27T16:52:08.224163681Z,8
2023-09-27T16:54:07.874535159Z,7
2023-09-27T16:56:07.498641189Z,8
2023-09-27T16:58:08.116588463Z,8
2023-09-27T17:00:07.732006921Z,8
2023-09-27T17:02:08.362910474Z,8
2023-09-27T17:04:07.966066982Z,7
2023-09-27T17:06:07.593512501Z,8
2023-09-27T17:08:08.250401964Z,8
2023-09-27T17:10:07.876729538Z,8
2023-09-27T17:12:07.466903959Z,8
2023-09-27T17:14:08.093740197Z,8
2023-09-27T17:16:07.757975084Z,8
2023-09-27T17:18:08.358727116Z,8
2023-09-27T17:20:08.008870153Z,8
2023-09-27T17:22:07.729329688Z,8
2023-09-27T17:24:08.370640382Z,7
2023-09-27T17:26:08.029552862Z,8
2023-09-27T17:28:07.592978703Z,8
2023-09-27T17:30:08.239546344Z,9
2023-09-27T17:32:07.838462444Z,8
2023-09-27T17:34:07.430157833Z,7
2023-09-27T17:36:08.108746177Z,8
2023-09-27T17:38:07.734724555Z,8
2023-09-27T17:40:08.378965818Z,8
2023-09-27T17:42:07.997923119Z,8
2023-09-27T17:44:07.689742491Z,8
2023-09-27T17:46:08.323820727Z,8
2023-09-27T17:48:07.991055353Z,8
2023-09-27T17:50:07.624485753Z,8
2023-09-27T17:52:08.300705686Z,8
2023-09-27T17:54:07.916466528Z,7
2023-09-27T17:56:07.607095419Z,8
2023-09-27T17:58:08.182005173Z,8
2023-09-27T18:00:07.869847869Z,8
2023-09-27T18:02:07.560302844Z,8
2023-09-27T18:04:08.125654080Z,7
2023-09-27T18:06:07.755992567Z,8
2023-09-27T18:08:08.460440846Z,8
2023-09-27T18:10:08.162336954Z,8
2023-09-27T18:12:07.754618594Z,8
2023-09-27T18:14:08.386940061Z,7
2023-09-27T18:16:08.031103638Z,8
2023-09-27T18:18:07.701296584Z,8
2023-09-27T18:20:08.319236542Z,8
2023-09-27T18:22:07.965112152Z,8
2023-09-27T18:24:07.616596564Z,8
2023-09-27T18:26:08.199334609Z,8
